Series_reference,Period,Data_value,UNITS
BDCQ.SF2AA2CA,2017.09,828.607,Dollars
BDCQ.SF2AA2CA,2017.12,829.187,Dollars
BDCQ.SF2AA2CA,2018.03,954.802,Dollars
BDCQ.SF2AA2CA,2018.06,1058.967,Dollars
BDCQ.SF2AA2CA,2018.09,1087.09,Dollars
BDCQ.SF2AA2CA,2018.12,1118.309,Dollars
BDCQ.SF2AA2CA,2019.03,1007.684,Dollars
BDCQ.SF2AA2CA,2019.06,1139.96,Dollars
BDCQ.SF2AA2CA,2019.09,1076.938,Dollars
BDCQ.SF2AA2CA,2019.12,1036.821,Dollars
BDCQ.SF2AA2CA,2020.03,821.351,Dollars
BDCQ.SF2AA2CA,2020.06,872.442,Dollars
BDCQ.SF2AA2CA,2020.09,1113.127,Dollars
BDCQ.SF2AA2CA,2020.12,1126.702,Dollars
BDCQ.SF2AA2CA,2021.03,1038.363,Dollars
BDCQ.SF2AA2CA,2021.06,1333.336,Dollars
BDCQ.SF2AA3CA,2016.06,763.095,Dollars
BDCQ.SF2AA3CA,2016.09,760.118,Dollars
BDCQ.SF2AA3CA,2016.12,874.383,Dollars
BDCQ.SF2AA3CA,2017.03,845.049,Dollars
BDCQ.SF2AA3CA,2017.06,823.961,Dollars
BDCQ.SF2AA3CA,2017.09,904.947,Dollars
BDCQ.SF2AA3CA,2017.12,1131.075,Dollars
BDCQ.SF2AA3CA,2018.03,986.879,Dollars
BDCQ.SF2AA3CA,2018.06,986.024,Dollars
BDCQ.SF2AA3CA,2018.09,980.53,Dollars
BDCQ.SF2AA3CA,2018.12,1099.343,Dollars
BDCQ.SF2AA3CA,2019.03,1063.559,Dollars
BDCQ.SF2AA3CA,2019.06,1036.563,Dollars
BDCQ.SF2AA3CA,2019.09,1023.559,Dollars
BDCQ.SF2AA3CA,2019.12,1180.536,Dollars
BDCQ.SF2AA3CA,2020.03,987.553,Dollars
BDCQ.SF2AA3CA,2020.06,906.278,Dollars
BDCQ.SF2AA3CA,2020.09,1106.622,Dollars
BDCQ.SF2AA3CA,2020.12,1315.407,Dollars
BDCQ.SF2AA3CA,2021.03,1224.482,Dollars
BDCQ.SF2AA3CA,2021.06,1279.985,Dollars
BDCQ.SF2AACA,2016.06,1489.706,Dollars
BDCQ.SF2AACA,2016.09,1439.205,Dollars
BDCQ.SF2AACA,2016.12,1585.414,Dollars
BDCQ.SF2AACA,2017.03,1548.863,Dollars
BDCQ.SF2AACA,2017.06,1640.806,Dollars
BDCQ.SF2AACA,2017.09,1733.554,Dollars
BDCQ.SF2AACA,2017.12,1960.262,Dollars
BDCQ.SF2AACA,2018.03,1941.681,Dollars
BDCQ.SF2AACA,2018.06,2044.991,Dollars
BDCQ.SF2AACA,2018.09,2067.62,Dollars
BDCQ.SF2AACA,2018.12,2217.652,Dollars
BDCQ.SF2AACA,2019.03,2071.243,Dollars
BDCQ.SF2AACA,2019.06,2176.523,Dollars
BDCQ.SF2AACA,2019.09,2100.497,Dollars
BDCQ.SF2AACA,2019.12,2217.357,Dollars
BDCQ.SF2AACA,2020.03,1808.904,Dollars
BDCQ.SF2AACA,2020.06,1778.72,Dollars
BDCQ.SF2AACA,2020.09,2219.749,Dollars
BDCQ.SF2AACA,2020.12,2442.109,Dollars
BDCQ.SF2AACA,2021.03,2262.845,Dollars
BDCQ.SF2AACA,2021.06,2613.321,Dollars
BDCQ.SF2BB1CA,2016.06,630.108,Dollars
BDCQ.SF2BB1CA,2016.09,652.731,Dollars
BDCQ.SF2BB1CA,2016.12,657.66,Dollars
BDCQ.SF2BB1CA,2017.03,627.075,Dollars
BDCQ.SF2BB1CA,2017.06,688.486,Dollars
BDCQ.SF2BB1CA,2017.09,701.891,Dollars
BDCQ.SF2BB1CA,2017.12,711.771,Dollars
BDCQ.SF2BB1CA,2018.03,727.368,Dollars
BDCQ.SF2BB1CA,2018.06,660.285,Dollars
BDCQ.SF2BB1CA,2018.09,759.113,Dollars
BDCQ.SF2BB1CA,2018.12,735.914,Dollars
BDCQ.SF2BB1CA,2019.03,634.877,Dollars
BDCQ.SF2BB1CA,2019.06,722.601,Dollars
BDCQ.SF2BB1CA,2019.09,673.464,Dollars
BDCQ.SF2BB1CA,2019.12,710.992,Dollars
BDCQ.SF2BB1CA,2020.03,621.335,Dollars
BDCQ.SF2BB1CA,2020.06,577.13,Dollars
BDCQ.SF2BB1CA,2020.09,528.234,Dollars
BDCQ.SF2BB1CA,2020.12,593.05,Dollars
BDCQ.SF2BB1CA,2021.03,571.944,Dollars
BDCQ.SF2BB1CA,2021.06,614.578,Dollars
BDCQ.SF2BBCA,2016.06,630.108,Dollars
BDCQ.SF2BBCA,2016.09,652.731,Dollars
BDCQ.SF2BBCA,2016.12,657.66,Dollars
BDCQ.SF2BBCA,2017.03,627.075,Dollars
BDCQ.SF2BBCA,2017.06,688.486,Dollars
BDCQ.SF2BBCA,2017.09,701.891,Dollars
BDCQ.SF2BBCA,2017.12,711.771,Dollars
BDCQ.SF2BBCA,2018.03,727.368,Dollars
BDCQ.SF2BBCA,2018.06,660.285,Dollars
BDCQ.SF2BBCA,2018.09,759.113,Dollars
BDCQ.SF2BBCA,2018.12,735.914,Dollars
BDCQ.SF2BBCA,2019.03,634.877,Dollars
BDCQ.SF2BBCA,2019.06,722.601,Dollars
BDCQ.SF2BBCA,2019.09,673.464,Dollars
BDCQ.SF2BBCA,2019.12,710.992,Dollars
BDCQ.SF2BBCA,2020.03,621.335,Dollars
BDCQ.SF2BBCA,2020.06,577.13,Dollars
BDCQ.SF2BBCA,2020.09,528.234,Dollars
BDCQ.SF2BBCA,2020.12,593.05,Dollars
BDCQ.SF2BBCA,2021.03,571.944,Dollars
BDCQ.SF2BBCA,2021.06,614.578,Dollars
BDCQ.SF2CC1CA,2016.06,8583.387,Dollars
BDCQ.SF2CC1CA,2016.09,6762.819,Dollars
BDCQ.SF2CC1CA,2016.12,9745.161,Dollars
BDCQ.SF2CC1CA,2017.03,9639.343,Dollars
BDCQ.SF2CC1CA,2017.06,9644.515,Dollars
BDCQ.SF2CC1CA,2017.09,8178.247,Dollars
BDCQ.SF2CC1CA,2017.12,10654.044,Dollars
BDCQ.SF2CC1CA,2018.03,10387.143,Dollars
BDCQ.SF2CC1CA,2018.06,10598.968,Dollars
BDCQ.SF2CC1CA,2018.09,8527.784,Dollars
BDCQ.SF2CC1CA,2018.12,11181.95,Dollars
BDCQ.SF2CC1CA,2019.03,11094.75,Dollars
BDCQ.SF2CC1CA,2019.06,10719.262,Dollars
BDCQ.SF2CC1CA,2019.09,8953.428,Dollars
BDCQ.SF2CC1CA,2019.12,12481.606,Dollars
BDCQ.SF2CC1CA,2020.03,11375.004,Dollars
BDCQ.SF2CC1CA,2020.06,10738.719,Dollars
BDCQ.SF2CC1CA,2020.09,9179.573,Dollars
BDCQ.SF2CC1CA,2020.12,11803.382,Dollars
BDCQ.SF2CC1CA,2021.03,11773.978,Dollars
BDCQ.SF2CC1CA,2021.06,11857.516,Dollars
BDCQ.SF2CC2CA,2016.06,381.108,Dollars
BDCQ.SF2CC2CA,2016.09,365.938,Dollars
BDCQ.SF2CC2CA,2016.12,336.06,Dollars
BDCQ.SF2CC2CA,2017.03,379.005,Dollars
BDCQ.SF2CC2CA,2017.06,363.829,Dollars
BDCQ.SF2CC2CA,2017.09,362.323,Dollars
BDCQ.SF2CC2CA,2017.12,372.797,Dollars
BDCQ.SF2CC2CA,2018.03,377.845,Dollars
BDCQ.SF2CC2CA,2018.06,396.162,Dollars
BDCQ.SF2CC2CA,2018.09,388.968,Dollars
BDCQ.SF2CC2CA,2018.12,368.726,Dollars
BDCQ.SF2CC2CA,2019.03,380.822,Dollars
BDCQ.SF2CC2CA,2019.06,341.389,Dollars
BDCQ.SF2CC2CA,2019.09,362.39,Dollars
BDCQ.SF2CC2CA,2019.12,346.191,Dollars
BDCQ.SF2CC2CA,2020.03,308.116,Dollars
BDCQ.SF2CC2CA,2020.06,222.776,Dollars
BDCQ.SF2CC2CA,2020.09,330.791,Dollars
BDCQ.SF2CC2CA,2020.12,315.824,Dollars
BDCQ.SF2CC2CA,2021.03,317.27,Dollars
BDCQ.SF2CC2CA,2021.06,316.151,Dollars
BDCQ.SF2CC3CA,2016.06,1749.535,Dollars
BDCQ.SF2CC3CA,2016.09,1726.374,Dollars
BDCQ.SF2CC3CA,2016.12,1611.543,Dollars
BDCQ.SF2CC3CA,2017.03,1584.134,Dollars
BDCQ.SF2CC3CA,2017.06,1713.337,Dollars
BDCQ.SF2CC3CA,2017.09,1775.458,Dollars
BDCQ.SF2CC3CA,2017.12,1705.49,Dollars
BDCQ.SF2CC3CA,2018.03,1677.047,Dollars
BDCQ.SF2CC3CA,2018.06,1855.671,Dollars
BDCQ.SF2CC3CA,2018.09,1807.769,Dollars
BDCQ.SF2CC3CA,2018.12,1810.018,Dollars
BDCQ.SF2CC3CA,2019.03,1728.61,Dollars
BDCQ.SF2CC3CA,2019.06,1896.154,Dollars
BDCQ.SF2CC3CA,2019.09,1872.256,Dollars
BDCQ.SF2CC3CA,2019.12,1790.392,Dollars
BDCQ.SF2CC3CA,2020.03,1679.871,Dollars
BDCQ.SF2CC3CA,2020.06,1439.805,Dollars
BDCQ.SF2CC3CA,2020.09,1810.385,Dollars
BDCQ.SF2CC3CA,2020.12,1836.026,Dollars
BDCQ.SF2CC3CA,2021.03,1729.517,Dollars
BDCQ.SF2CC3CA,2021.06,1968.484,Dollars
BDCQ.SF2CC4CA,2016.06,254.092,Dollars
BDCQ.SF2CC4CA,2016.09,246.931,Dollars
BDCQ.SF2CC4CA,2016.12,258.927,Dollars
BDCQ.SF2CC4CA,2017.03,218.668,Dollars
BDCQ.SF2CC4CA,2017.06,225.92,Dollars
BDCQ.SF2CC4CA,2017.09,235.919,Dollars
BDCQ.SF2CC4CA,2017.12,244.598,Dollars
BDCQ.SF2CC4CA,2018.03,239.293,Dollars
BDCQ.SF2CC4CA,2018.06,237.354,Dollars
BDCQ.SF2CC4CA,2018.09,243.025,Dollars
BDCQ.SF2CC4CA,2018.12,260.767,Dollars
BDCQ.SF2CC4CA,2019.03,239.873,Dollars
BDCQ.SF2CC4CA,2019.06,223.451,Dollars
BDCQ.SF2CC4CA,2019.09,231.062,Dollars
BDCQ.SF2CC4CA,2019.12,227.556,Dollars
BDCQ.SF2CC4CA,2020.03,204.501,Dollars
BDCQ.SF2CC4CA,2020.06,166.241,Dollars
BDCQ.SF2CC4CA,2020.09,196.593,Dollars
BDCQ.SF2CC4CA,2020.12,224.441,Dollars
BDCQ.SF2CC4CA,2021.03,201.303,Dollars
BDCQ.SF2CC4CA,2021.06,219.538,Dollars
BDCQ.SF2CC5CA,2016.06,2792.002,Dollars
BDCQ.SF2CC5CA,2016.09,2949.43,Dollars
BDCQ.SF2CC5CA,2016.12,3330.022,Dollars
BDCQ.SF2CC5CA,2017.03,3288.163,Dollars
BDCQ.SF2CC5CA,2017.06,2997.221,Dollars
BDCQ.SF2CC5CA,2017.09,3301.549,Dollars
BDCQ.SF2CC5CA,2017.12,3812.037,Dollars
BDCQ.SF2CC5CA,2018.03,3545.566,Dollars
BDCQ.SF2CC5CA,2018.06,3714.747,Dollars
BDCQ.SF2CC5CA,2018.09,3996.547,Dollars
BDCQ.SF2CC5CA,2018.12,3868.715,Dollars
BDCQ.SF2CC5CA,2019.03,3728.996,Dollars
BDCQ.SF2CC5CA,2019.06,3438.477,Dollars
BDCQ.SF2CC5CA,2019.09,3529.338,Dollars
BDCQ.SF2CC5CA,2019.12,4018.56,Dollars
BDCQ.SF2CC5CA,2020.03,3485.124,Dollars
BDCQ.SF2CC5CA,2020.06,2437.33,Dollars
BDCQ.SF2CC5CA,2020.09,2904.994,Dollars
BDCQ.SF2CC5CA,2020.12,3335.108,Dollars
BDCQ.SF2CC5CA,2021.03,3141.74,Dollars
BDCQ.SF2CC5CA,2021.06,3250.469,Dollars
BDCQ.SF2CC6CA,2016.06,597.712,Dollars
BDCQ.SF2CC6CA,2016.09,615.247,Dollars
BDCQ.SF2CC6CA,2016.12,620.816,Dollars
BDCQ.SF2CC6CA,2017.03,557.75,Dollars
BDCQ.SF2CC6CA,2017.06,603.397,Dollars
BDCQ.SF2CC6CA,2017.09,625.553,Dollars
BDCQ.SF2CC6CA,2017.12,637.522,Dollars
BDCQ.SF2CC6CA,2018.03,537.556,Dollars
BDCQ.SF2CC6CA,2018.06,622.274,Dollars
BDCQ.SF2CC6CA,2018.09,677.11,Dollars
BDCQ.SF2CC6CA,2018.12,609.255,Dollars
BDCQ.SF2CC6CA,2019.03,606.303,Dollars
BDCQ.SF2CC6CA,2019.06,648.694,Dollars
BDCQ.SF2CC6CA,2019.09,654.481,Dollars
BDCQ.SF2CC6CA,2019.12,658.609,Dollars
BDCQ.SF2CC6CA,2020.03,600.789,Dollars
BDCQ.SF2CC6CA,2020.06,501.389,Dollars
BDCQ.SF2CC6CA,2020.09,694.439,Dollars
BDCQ.SF2CC6CA,2020.12,666.578,Dollars
BDCQ.SF2CC6CA,2021.03,641.188,Dollars
BDCQ.SF2CC6CA,2021.06,707.606,Dollars
BDCQ.SF2CC7CA,2016.06,1702.128,Dollars
BDCQ.SF2CC7CA,2016.09,1784.602,Dollars
BDCQ.SF2CC7CA,2016.12,1766.335,Dollars
BDCQ.SF2CC7CA,2017.03,1768.032,Dollars
BDCQ.SF2CC7CA,2017.06,1936.265,Dollars
BDCQ.SF2CC7CA,2017.09,2038.021,Dollars
BDCQ.SF2CC7CA,2017.12,1987.54,Dollars
BDCQ.SF2CC7CA,2018.03,1816.268,Dollars
BDCQ.SF2CC7CA,2018.06,2080.705,Dollars
BDCQ.SF2CC7CA,2018.09,2145.688,Dollars
BDCQ.SF2CC7CA,2018.12,2085.692,Dollars
BDCQ.SF2CC7CA,2019.03,1958.298,Dollars
BDCQ.SF2CC7CA,2019.06,2048.732,Dollars
BDCQ.SF2CC7CA,2019.09,2216.678,Dollars
BDCQ.SF2CC7CA,2019.12,2150.435,Dollars
BDCQ.SF2CC7CA,2020.03,1897.007,Dollars
BDCQ.SF2CC7CA,2020.06,1647.704,Dollars
BDCQ.SF2CC7CA,2020.09,2117.053,Dollars
BDCQ.SF2CC7CA,2020.12,2120.102,Dollars
BDCQ.SF2CC7CA,2021.03,2044.379,Dollars
BDCQ.SF2CC7CA,2021.06,2412.654,Dollars
BDCQ.SF2CC8CA,2016.06,1787.061,Dollars
BDCQ.SF2CC8CA,2016.09,1839.21,Dollars
BDCQ.SF2CC8CA,2016.12,1849.275,Dollars
BDCQ.SF2CC8CA,2017.03,1677.352,Dollars
BDCQ.SF2CC8CA,2017.06,1948.902,Dollars
BDCQ.SF2CC8CA,2017.09,1913.476,Dollars
BDCQ.SF2CC8CA,2017.12,1852.28,Dollars
BDCQ.SF2CC8CA,2018.03,1921.177,Dollars
BDCQ.SF2CC8CA,2018.06,2091.218,Dollars
BDCQ.SF2CC8CA,2018.09,2092.797,Dollars
BDCQ.SF2CC8CA,2018.12,2062.36,Dollars
BDCQ.SF2CC8CA,2019.03,1912.82,Dollars
BDCQ.SF2CC8CA,2019.06,1999.069,Dollars
BDCQ.SF2CC8CA,2019.09,2323.305,Dollars
BDCQ.SF2CC8CA,2019.12,2210.718,Dollars
BDCQ.SF2CC8CA,2020.03,1877.293,Dollars
BDCQ.SF2CC8CA,2020.06,1673.858,Dollars
BDCQ.SF2CC8CA,2020.09,2064.17,Dollars
BDCQ.SF2CC8CA,2020.12,1972.962,Dollars
BDCQ.SF2CC8CA,2021.03,1964.984,Dollars
BDCQ.SF2CC8CA,2021.06,2221.949,Dollars
BDCQ.SF2CC9CA,2016.06,321.875,Dollars
BDCQ.SF2CC9CA,2016.09,330.216,Dollars
BDCQ.SF2CC9CA,2016.12,345.896,Dollars
BDCQ.SF2CC9CA,2017.03,314.921,Dollars
BDCQ.SF2CC9CA,2017.06,310.766,Dollars
BDCQ.SF2CC9CA,2017.09,316.348,Dollars
BDCQ.SF2CC9CA,2017.12,342.618,Dollars
BDCQ.SF2CC9CA,2018.03,295.911,Dollars
BDCQ.SF2CC9CA,2018.06,307.811,Dollars
BDCQ.SF2CC9CA,2018.09,325.249,Dollars
BDCQ.SF2CC9CA,2018.12,370.314,Dollars
BDCQ.SF2CC9CA,2019.03,309.984,Dollars
BDCQ.SF2CC9CA,2019.06,313.949,Dollars
BDCQ.SF2CC9CA,2019.09,374.852,Dollars
BDCQ.SF2CC9CA,2019.12,366.746,Dollars
BDCQ.SF2CC9CA,2020.03,335.003,Dollars
BDCQ.SF2CC9CA,2020.06,291.409,Dollars
BDCQ.SF2CC9CA,2020.09,411.148,Dollars
BDCQ.SF2CC9CA,2020.12,399.877,Dollars
BDCQ.SF2CC9CA,2021.03,357.997,Dollars
BDCQ.SF2CC9CA,2021.06,377.323,Dollars
BDCQ.SF2CCCA,2016.06,18168.9,Dollars
BDCQ.SF2CCCA,2016.09,16620.767,Dollars
BDCQ.SF2CCCA,2016.12,19864.035,Dollars
BDCQ.SF2CCCA,2017.03,19427.368,Dollars
BDCQ.SF2CCCA,2017.06,19744.152,Dollars
BDCQ.SF2CCCA,2017.09,18746.894,Dollars
BDCQ.SF2CCCA,2017.12,21608.926,Dollars
BDCQ.SF2CCCA,2018.03,20797.806,Dollars
BDCQ.SF2CCCA,2018.06,21904.91,Dollars
BDCQ.SF2CCCA,2018.09,20204.937,Dollars
BDCQ.SF2CCCA,2018.12,22617.797,Dollars
BDCQ.SF2CCCA,2019.03,21960.456,Dollars
BDCQ.SF2CCCA,2019.06,21629.177,Dollars
BDCQ.SF2CCCA,2019.09,20517.79,Dollars
BDCQ.SF2CCCA,2019.12,24250.813,Dollars
BDCQ.SF2CCCA,2020.03,21762.708,Dollars
BDCQ.SF2CCCA,2020.06,19119.23,Dollars
BDCQ.SF2CCCA,2020.09,19709.146,Dollars
BDCQ.SF2CCCA,2020.12,22674.298,Dollars
BDCQ.SF2CCCA,2021.03,22172.357,Dollars
BDCQ.SF2CCCA,2021.06,23331.688,Dollars
BDCQ.SF2DD1CA,2016.06,2676.479,Dollars
BDCQ.SF2DD1CA,2016.09,2750.757,Dollars
BDCQ.SF2DD1CA,2016.12,2506.292,Dollars
BDCQ.SF2DD1CA,2017.03,2466.965,Dollars
BDCQ.SF2DD1CA,2017.06,2838.707,Dollars
BDCQ.SF2DD1CA,2017.09,3408.155,Dollars
BDCQ.SF2DD1CA,2017.12,2966.56,Dollars
BDCQ.SF2DD1CA,2018.03,3034.722,Dollars
BDCQ.SF2DD1CA,2018.06,2907.52,Dollars
BDCQ.SF2DD1CA,2018.09,3230.69,Dollars
BDCQ.SF2DD1CA,2018.12,3732.455,Dollars
BDCQ.SF2DD1CA,2019.03,3253.93,Dollars
BDCQ.SF2DD1CA,2019.06,3478.543,Dollars
BDCQ.SF2DD1CA,2019.09,3560.262,Dollars
BDCQ.SF2DD1CA,2019.12,3272.934,Dollars
BDCQ.SF2DD1CA,2020.03,3041.688,Dollars
BDCQ.SF2DD1CA,2020.06,3342.246,Dollars
BDCQ.SF2DD1CA,2020.09,3816.92,Dollars
BDCQ.SF2DD1CA,2020.12,3401.558,Dollars
BDCQ.SF2DD1CA,2021.03,3563.873,Dollars
BDCQ.SF2DD1CA,2021.06,4788.018,Dollars
BDCQ.SF2DDCA,2016.06,2676.479,Dollars
BDCQ.SF2DDCA,2016.09,2750.757,Dollars
BDCQ.SF2DDCA,2016.12,2506.292,Dollars
BDCQ.SF2DDCA,2017.03,2466.965,Dollars
BDCQ.SF2DDCA,2017.06,2838.707,Dollars
BDCQ.SF2DDCA,2017.09,3408.155,Dollars
BDCQ.SF2DDCA,2017.12,2966.56,Dollars
BDCQ.SF2DDCA,2018.03,3034.722,Dollars
BDCQ.SF2DDCA,2018.06,2907.52,Dollars
BDCQ.SF2DDCA,2018.09,3230.69,Dollars
BDCQ.SF2DDCA,2018.12,3732.455,Dollars
BDCQ.SF2DDCA,2019.03,3253.93,Dollars
BDCQ.SF2DDCA,2019.06,3478.543,Dollars
BDCQ.SF2DDCA,2019.09,3560.262,Dollars
BDCQ.SF2DDCA,2019.12,3272.934,Dollars
BDCQ.SF2DDCA,2020.03,3041.688,Dollars
BDCQ.SF2DDCA,2020.06,3342.246,Dollars
BDCQ.SF2DDCA,2020.09,3816.92,Dollars
BDCQ.SF2DDCA,2020.12,3401.558,Dollars
BDCQ.SF2DDCA,2021.03,3563.873,Dollars
BDCQ.SF2DDCA,2021.06,4788.018,Dollars
BDCQ.SF2EE1CA,2016.06,9403.937,Dollars
BDCQ.SF2EE1CA,2016.09,9709.858,Dollars
BDCQ.SF2EE1CA,2016.12,9863.187,Dollars
BDCQ.SF2EE1CA,2017.03,9537.984,Dollars
BDCQ.SF2EE1CA,2017.06,10737.198,Dollars
BDCQ.SF2EE1CA,2017.09,10720.522,Dollars
BDCQ.SF2EE1CA,2017.12,11186.48,Dollars
BDCQ.SF2EE1CA,2018.03,9979.557,Dollars
BDCQ.SF2EE1CA,2018.06,11672.458,Dollars
BDCQ.SF2EE1CA,2018.09,11767.941,Dollars
BDCQ.SF2EE1CA,2018.12,11985.982,Dollars
BDCQ.SF2EE1CA,2019.03,11111.972,Dollars
BDCQ.SF2EE1CA,2019.06,12246.463,Dollars
BDCQ.SF2EE1CA,2019.09,12705.294,Dollars
BDCQ.SF2EE1CA,2019.12,12922.987,Dollars
BDCQ.SF2EE1CA,2020.03,11946.067,Dollars
BDCQ.SF2EE1CA,2020.06,9821.176,Dollars
BDCQ.SF2EE1CA,2020.09,13369.651,Dollars
BDCQ.SF2EE1CA,2020.12,13678.773,Dollars
BDCQ.SF2EE1CA,2021.03,13018.089,Dollars
BDCQ.SF2EE1CA,2021.06,14623.585,Dollars
BDCQ.SF2EECA,2016.06,9403.937,Dollars
BDCQ.SF2EECA,2016.09,9709.858,Dollars
BDCQ.SF2EECA,2016.12,9863.187,Dollars
BDCQ.SF2EECA,2017.03,9537.984,Dollars
BDCQ.SF2EECA,2017.06,10737.198,Dollars
BDCQ.SF2EECA,2017.09,10720.522,Dollars
BDCQ.SF2EECA,2017.12,11186.48,Dollars
BDCQ.SF2EECA,2018.03,9979.557,Dollars
BDCQ.SF2EECA,2018.06,11672.458,Dollars
BDCQ.SF2EECA,2018.09,11767.941,Dollars
BDCQ.SF2EECA,2018.12,11985.982,Dollars
BDCQ.SF2EECA,2019.03,11111.972,Dollars
BDCQ.SF2EECA,2019.06,12246.463,Dollars
BDCQ.SF2EECA,2019.09,12705.294,Dollars
BDCQ.SF2EECA,2019.12,12922.987,Dollars
BDCQ.SF2EECA,2020.03,11946.067,Dollars
BDCQ.SF2EECA,2020.06,9821.176,Dollars
BDCQ.SF2EECA,2020.09,13369.651,Dollars
BDCQ.SF2EECA,2020.12,13678.773,Dollars
BDCQ.SF2EECA,2021.03,13018.089,Dollars
BDCQ.SF2EECA,2021.06,14623.585,Dollars
BDCQ.SF2FF1CA,2016.06,19440.994,Dollars
BDCQ.SF2FF1CA,2016.09,20095.844,Dollars
BDCQ.SF2FF1CA,2016.12,21698.616,Dollars
BDCQ.SF2FF1CA,2017.03,19618.605,Dollars
BDCQ.SF2FF1CA,2017.06,20722.406,Dollars
BDCQ.SF2FF1CA,2017.09,21584.24,Dollars
BDCQ.SF2FF1CA,2017.12,23827.694,Dollars
BDCQ.SF2FF1CA,2018.03,21159.823,Dollars
BDCQ.SF2FF1CA,2018.06,22319.235,Dollars
BDCQ.SF2FF1CA,2018.09,23442.998,Dollars
BDCQ.SF2FF1CA,2018.12,25174.883,Dollars
BDCQ.SF2FF1CA,2019.03,22190.224,Dollars
BDCQ.SF2FF1CA,2019.06,22901.372,Dollars
BDCQ.SF2FF1CA,2019.09,24002.3,Dollars
BDCQ.SF2FF1CA,2019.12,25424.584,Dollars
BDCQ.SF2FF1CA,2020.03,22173.957,Dollars
BDCQ.SF2FF1CA,2020.06,20302.188,Dollars
BDCQ.SF2FF1CA,2020.09,24335.52,Dollars
BDCQ.SF2FF1CA,2020.12,25350.286,Dollars
BDCQ.SF2FF1CA,2021.03,23809.401,Dollars
BDCQ.SF2FF1CA,2021.06,25409.23,Dollars
BDCQ.SF2FFCA,2016.06,19440.994,Dollars
BDCQ.SF2FFCA,2016.09,20095.844,Dollars
BDCQ.SF2FFCA,2016.12,21698.616,Dollars
BDCQ.SF2FFCA,2017.03,19618.605,Dollars
BDCQ.SF2FFCA,2017.06,20722.406,Dollars
BDCQ.SF2FFCA,2017.09,21584.24,Dollars
BDCQ.SF2FFCA,2017.12,23827.694,Dollars
BDCQ.SF2FFCA,2018.03,21159.823,Dollars
BDCQ.SF2FFCA,2018.06,22319.235,Dollars
BDCQ.SF2FFCA,2018.09,23442.998,Dollars
BDCQ.SF2FFCA,2018.12,25174.883,Dollars
BDCQ.SF2FFCA,2019.03,22190.224,Dollars
BDCQ.SF2FFCA,2019.06,22901.372,Dollars
BDCQ.SF2FFCA,2019.09,24002.3,Dollars
BDCQ.SF2FFCA,2019.12,25424.584,Dollars
BDCQ.SF2FFCA,2020.03,22173.957,Dollars
BDCQ.SF2FFCA,2020.06,20302.188,Dollars
BDCQ.SF2FFCA,2020.09,24335.52,Dollars
BDCQ.SF2FFCA,2020.12,25350.286,Dollars
BDCQ.SF2FFCA,2021.03,23809.401,Dollars
BDCQ.SF2FFCA,2021.06,25409.23,Dollars
BDCQ.SF2GH1CA,2017.09,15519.691,Dollars
BDCQ.SF2GH1CA,2017.12,17618.17,Dollars
BDCQ.SF2GH1CA,2018.03,15950.345,Dollars
BDCQ.SF2GH1CA,2018.06,16094.094,Dollars
BDCQ.SF2GH1CA,2018.09,16219.542,Dollars
BDCQ.SF2GH1CA,2018.12,18043.145,Dollars
BDCQ.SF2GH1CA,2019.03,16308.572,Dollars
BDCQ.SF2GH1CA,2019.06,16507.237,Dollars
BDCQ.SF2GH1CA,2019.09,16709.23,Dollars
BDCQ.SF2GH1CA,2019.12,18657.007,Dollars
BDCQ.SF2GH1CA,2020.03,16997.676,Dollars
BDCQ.SF2GH1CA,2020.06,14402.747,Dollars
BDCQ.SF2GH1CA,2020.09,17751.9,Dollars
BDCQ.SF2GH1CA,2020.12,19618.947,Dollars
BDCQ.SF2GH1CA,2021.03,18187.477,Dollars
BDCQ.SF2GH1CA,2021.06,18945.905,Dollars
BDCQ.SF2GH2CA,2017.09,2288.75,Dollars
BDCQ.SF2GH2CA,2017.12,2433.972,Dollars
BDCQ.SF2GH2CA,2018.03,2390.095,Dollars
BDCQ.SF2GH2CA,2018.06,2393.856,Dollars
BDCQ.SF2GH2CA,2018.09,2333.112,Dollars
BDCQ.SF2GH2CA,2018.12,2595.18,Dollars
BDCQ.SF2GH2CA,2019.03,2486.149,Dollars
BDCQ.SF2GH2CA,2019.06,2459.955,Dollars
BDCQ.SF2GH2CA,2019.09,2496.385,Dollars
BDCQ.SF2GH2CA,2019.12,2761.699,Dollars
BDCQ.SF2GH2CA,2020.03,2505.243,Dollars
BDCQ.SF2GH2CA,2020.06,1607.309,Dollars
BDCQ.SF2GH2CA,2020.09,2286.653,Dollars
BDCQ.SF2GH2CA,2020.12,2586.809,Dollars
BDCQ.SF2GH2CA,2021.03,2446.739,Dollars
BDCQ.SF2GH2CA,2021.06,2639.743,Dollars
BDCQ.SF2GHCA,2017.09,17808.441,Dollars
BDCQ.SF2GHCA,2017.12,20052.142,Dollars
BDCQ.SF2GHCA,2018.03,18340.44,Dollars
BDCQ.SF2GHCA,2018.06,18487.95,Dollars
BDCQ.SF2GHCA,2018.09,18552.654,Dollars
BDCQ.SF2GHCA,2018.12,20638.325,Dollars
BDCQ.SF2GHCA,2019.03,18794.721,Dollars
BDCQ.SF2GHCA,2019.06,18967.192,Dollars
